0.000,0.000,0.500,-1,0.000,10.000,0,1.571
0.050,0.040,0.508,-1,0.800,0.169,0,0.208
0.100,0.081,0.514,-1,0.827,0.103,0,0.124
0.150,0.124,0.515,-1,0.848,0.035,0,0.041
0.200,0.167,0.514,-1,0.863,-0.036,0,-0.041
0.250,0.210,0.508,-1,0.872,-0.109,0,-0.124
0.300,0.254,0.499,-1,0.875,-0.183,0,-0.207
0.350,0.298,0.486,-1,0.872,-0.259,0,-0.289
0.400,0.341,0.469,-1,0.862,-0.336,0,-0.371
0.450,0.383,0.449,-1,0.845,-0.412,0,-0.453
0.500,0.424,0.424,-1,0.822,-0.488,0,-0.535
0.550,0.464,0.396,-1,0.792,-0.562,0,-0.617
0.600,0.502,0.364,-1,0.755,-0.635,0,-0.699
0.650,0.537,0.329,-1,0.711,-0.705,0,-0.781
0.700,0.570,0.291,-1,0.662,-0.772,0,-0.863
0.750,0.601,0.249,-1,0.606,-0.836,0,-0.944
0.800,0.628,0.204,-1,0.544,-0.896,0,-1.025
0.850,0.651,0.156,-1,0.476,-0.951,0,-1.107
0.900,0.672,0.106,-1,0.403,-1.001,0,-1.188
0.950,0.688,0.054,-1,0.325,-1.045,0,-1.269
1.000,0.700,-0.000,-1,0.243,-1.083,0,-1.350
1.050,0.708,-0.056,-1,0.156,-1.114,0,-1.431
1.100,0.711,-0.113,-1,0.066,-1.139,0,-1.512
1.150,0.710,-0.170,-1,-0.026,-1.156,0,-1.593
1.200,0.704,-0.229,-1,-0.121,-1.165,0,-1.674
1.250,0.693,-0.287,-1,-0.217,-1.167,0,-1.755
1.300,0.677,-0.345,-1,-0.315,-1.160,0,-1.836
1.350,0.657,-0.402,-1,-0.413,-1.146,0,-1.916
1.400,0.631,-0.458,-1,-0.510,-1.123,0,-1.997
1.450,0.601,-0.513,-1,-0.606,-1.092,0,-2.078
1.500,0.566,-0.566,-1,-0.701,-1.052,0,-2.158
1.550,0.526,-0.616,-1,-0.793,-1.005,0,-2.239
1.600,0.482,-0.663,-1,-0.881,-0.949,0,-2.319
1.650,0.434,-0.708,-1,-0.966,-0.886,0,-2.399
1.700,0.381,-0.748,-1,-1.046,-0.815,0,-2.480
1.750,0.325,-0.785,-1,-1.121,-0.737,0,-2.560
1.800,0.266,-0.818,-1,-1.191,-0.652,0,-2.640
1.850,0.203,-0.846,-1,-1.253,-0.561,0,-2.721
1.900,0.138,-0.869,-1,-1.309,-0.464,0,-2.801
1.950,0.070,-0.887,-1,-1.357,-0.362,0,-2.881
2.000,-0.000,-0.900,-1,-1.397,-0.255,0,-2.961
2.050,-0.071,-0.907,-1,-1.428,-0.144,0,-3.041
2.100,-0.144,-0.909,-1,-1.450,-0.030,0,-3.121
2.150,-0.217,-0.904,-1,-1.464,0.087,0,3.082
2.200,-0.290,-0.894,-1,-1.467,0.206,0,3.002
2.250,-0.364,-0.878,-1,-1.461,0.326,0,2.922
2.300,-0.436,-0.855,-1,-1.446,0.446,0,2.842
2.350,-0.507,-0.827,-1,-1.420,0.566,0,2.762
2.400,-0.576,-0.793,-1,-1.384,0.684,0,2.682
2.450,-0.643,-0.753,-1,-1.338,0.801,0,2.602
2.500,-0.707,-0.707,-1,-1.283,0.914,0,2.523
2.550,-0.768,-0.656,-1,-1.218,1.023,0,2.443
2.600,-0.825,-0.600,-1,-1.144,1.128,0,2.363
2.650,-0.878,-0.538,-1,-1.060,1.227,0,2.283
2.700,-0.927,-0.472,-1,-0.969,1.320,0,2.204
2.750,-0.970,-0.402,-1,-0.869,1.407,0,2.124
2.800,-1.008,-0.328,-1,-0.761,1.485,0,2.044
2.850,-1.040,-0.250,-1,-0.646,1.555,0,1.965
2.900,-1.067,-0.169,-1,-0.525,1.617,0,1.885
2.950,-1.087,-0.086,-1,-0.399,1.669,0,1.805
3.000,-1.100,-0.000,-1,-0.267,1.710,0,1.726
3.050,-1.107,0.087,-1,-0.132,1.742,0,1.646
3.100,-1.106,0.175,-1,0.007,1.762,0,1.567
3.150,-1.099,0.264,-1,0.149,1.772,0,1.487
3.200,-1.084,0.352,-1,0.291,1.770,0,1.408
3.250,-1.062,0.440,-1,0.435,1.756,0,1.328
3.300,-1.034,0.527,-1,0.578,1.731,0,1.249
3.350,-0.998,0.611,-1,0.720,1.694,0,1.169
3.400,-0.955,0.694,-1,0.859,1.645,0,1.090
3.450,-0.905,0.773,-1,0.995,1.585,0,1.010
3.500,-0.849,0.849,-1,1.127,1.514,0,0.931
3.550,-0.786,0.920,-1,1.129,1.288,0,0.851
3.600,-0.717,0.987,-1,1.100,1.071,0,0.772
3.650,-0.643,1.049,-1,1.042,0.864,0,0.693
3.700,-0.563,1.105,-1,0.957,0.673,0,0.613
3.750,-0.478,1.155,-1,0.846,0.500,0,0.534
3.800,-0.389,1.198,-1,0.712,0.348,0,0.454
3.850,-0.296,1.235,-1,0.557,0.219,0,0.375
3.900,-0.200,1.264,-1,0.385,0.117,0,0.296
3.950,-0.101,1.286,-1,0.198,0.044,0,0.217
4.000,-0.000,1.300,-1,0.000,0.000,0,0.000
