0.000,0.000,1.500,-1.000,0.000,75.000,-50.000,1.571
0.020,0.038,1.500,-1.010,1.885,-0.024,-0.500,-0.013
0.040,0.075,1.498,-1.020,1.884,-0.071,-0.500,-0.038
0.060,0.113,1.496,-1.030,1.881,-0.118,-0.500,-0.063
0.080,0.151,1.492,-1.040,1.878,-0.166,-0.500,-0.088
0.100,0.188,1.488,-1.050,1.873,-0.213,-0.500,-0.113
0.120,0.225,1.483,-1.060,1.867,-0.260,-0.500,-0.138
0.140,0.263,1.477,-1.070,1.860,-0.307,-0.500,-0.163
0.160,0.300,1.470,-1.080,1.852,-0.353,-0.500,-0.188
0.180,0.336,1.462,-1.090,1.842,-0.400,-0.500,-0.214
0.200,0.373,1.453,-1.100,1.831,-0.446,-0.500,-0.239
0.220,0.409,1.443,-1.110,1.820,-0.492,-0.500,-0.264
0.240,0.446,1.432,-1.120,1.807,-0.537,-0.500,-0.289
0.260,0.481,1.421,-1.130,1.793,-0.582,-0.500,-0.314
0.280,0.517,1.408,-1.140,1.777,-0.627,-0.500,-0.339
0.300,0.552,1.395,-1.150,1.761,-0.672,-0.500,-0.364
0.320,0.587,1.380,-1.160,1.744,-0.716,-0.500,-0.390
0.340,0.622,1.365,-1.170,1.725,-0.759,-0.500,-0.415
0.360,0.656,1.349,-1.180,1.706,-0.803,-0.500,-0.440
0.380,0.689,1.332,-1.190,1.685,-0.845,-0.500,-0.465
0.400,0.723,1.314,-1.200,1.663,-0.887,-0.500,-0.490
0.420,0.755,1.296,-1.210,1.640,-0.929,-0.500,-0.515
0.440,0.788,1.276,-1.220,1.616,-0.970,-0.500,-0.540
0.460,0.820,1.256,-1.230,1.591,-1.010,-0.500,-0.565
0.480,0.851,1.235,-1.240,1.566,-1.050,-0.500,-0.591
0.500,0.882,1.214,-1.250,1.539,-1.089,-0.500,-0.616
0.520,0.912,1.191,-1.260,1.511,-1.127,-0.500,-0.641
0.540,0.942,1.168,-1.270,1.482,-1.165,-0.500,-0.666
0.560,0.971,1.144,-1.280,1.452,-1.201,-0.500,-0.691
0.580,0.999,1.119,-1.290,1.422,-1.238,-0.500,-0.716
0.600,1.027,1.093,-1.300,1.390,-1.273,-0.500,-0.741
0.620,1.054,1.067,-1.310,1.358,-1.307,-0.500,-0.767
0.640,1.080,1.040,-1.320,1.324,-1.341,-0.500,-0.792
0.660,1.106,1.013,-1.330,1.290,-1.374,-0.500,-0.817
0.680,1.131,0.985,-1.340,1.255,-1.406,-0.500,-0.842
0.700,1.156,0.956,-1.350,1.220,-1.437,-0.500,-0.867
0.720,1.179,0.927,-1.360,1.183,-1.467,-0.500,-0.892
0.740,1.202,0.897,-1.370,1.146,-1.497,-0.500,-0.917
0.760,1.225,0.866,-1.380,1.108,-1.525,-0.500,-0.942
0.780,1.246,0.835,-1.390,1.069,-1.552,-0.500,-0.968
0.800,1.266,0.804,-1.400,1.030,-1.579,-0.500,-0.993
0.820,1.286,0.772,-1.410,0.990,-1.604,-0.500,-1.018
0.840,1.305,0.739,-1.420,0.949,-1.628,-0.500,-1.043
0.860,1.323,0.706,-1.430,0.908,-1.652,-0.500,-1.068
0.880,1.341,0.673,-1.440,0.866,-1.674,-0.500,-1.093
0.900,1.357,0.639,-1.450,0.824,-1.695,-0.500,-1.118
0.920,1.373,0.604,-1.460,0.781,-1.715,-0.500,-1.144
0.940,1.388,0.570,-1.470,0.738,-1.735,-0.500,-1.169
0.960,1.401,0.535,-1.480,0.694,-1.753,-0.500,-1.194
0.980,1.414,0.499,-1.490,0.650,-1.769,-0.500,-1.219
1.000,1.427,0.464,-1.500,0.605,-1.785,-0.500,-1.244
1.020,1.438,0.428,-1.510,0.560,-1.800,-0.500,-1.269
1.040,1.448,0.391,-1.520,0.514,-1.813,-0.500,-1.294
1.060,1.457,0.355,-1.530,0.469,-1.826,-0.500,-1.319
1.080,1.466,0.318,-1.540,0.423,-1.837,-0.500,-1.345
1.100,1.473,0.281,-1.550,0.376,-1.847,-0.500,-1.370
1.120,1.480,0.244,-1.560,0.330,-1.856,-0.500,-1.395
1.140,1.486,0.207,-1.570,0.283,-1.864,-0.500,-1.420
