0.000,0.000,1.500,-1.000
0.020,0.019,1.500,-1.010
0.040,0.038,1.500,-1.020
0.060,0.057,1.499,-1.030
0.080,0.075,1.498,-1.040
0.100,0.094,1.497,-1.050
0.120,0.113,1.496,-1.060
0.140,0.132,1.494,-1.070
0.160,0.151,1.492,-1.080
0.180,0.169,1.490,-1.090
0.200,0.188,1.488,-1.100
0.220,0.207,1.486,-1.110
0.240,0.225,1.483,-1.120
0.260,0.244,1.480,-1.130
0.280,0.263,1.477,-1.140
0.300,0.281,1.473,-1.150
0.320,0.300,1.470,-1.160
0.340,0.318,1.466,-1.170
0.360,0.336,1.462,-1.180
0.380,0.355,1.457,-1.190
0.400,0.373,1.453,-1.200
0.420,0.391,1.448,-1.210
0.440,0.409,1.443,-1.220
0.460,0.428,1.438,-1.230
0.480,0.446,1.432,-1.240
0.500,0.464,1.427,-1.250
0.520,0.481,1.421,-1.260
0.540,0.499,1.414,-1.270
0.560,0.517,1.408,-1.280
0.580,0.535,1.401,-1.290
0.600,0.552,1.395,-1.300
0.620,0.570,1.388,-1.310
0.640,0.587,1.380,-1.320
0.660,0.604,1.373,-1.330
0.680,0.622,1.365,-1.340
0.700,0.639,1.357,-1.350
0.720,0.656,1.349,-1.360
0.740,0.673,1.341,-1.370
0.760,0.689,1.332,-1.380
0.780,0.706,1.323,-1.390
0.800,0.723,1.314,-1.400
0.820,0.739,1.305,-1.410
0.840,0.755,1.296,-1.420
0.860,0.772,1.286,-1.430
0.880,0.788,1.276,-1.440
0.900,0.804,1.266,-1.450
0.920,0.820,1.256,-1.460
0.940,0.835,1.246,-1.470
0.960,0.851,1.235,-1.480
0.980,0.866,1.225,-1.490
1.000,0.882,1.214,-1.500
1.020,0.897,1.202,-1.510
1.040,0.912,1.191,-1.520
1.060,0.927,1.179,-1.530
1.080,0.942,1.168,-1.540
1.100,0.956,1.156,-1.550
1.120,0.971,1.144,-1.560
1.140,0.985,1.131,-1.570
1.160,0.999,1.119,-1.580
1.180,1.013,1.106,-1.590
1.200,1.027,1.093,-1.600
1.220,1.040,1.080,-1.610
1.240,1.054,1.067,-1.620
1.260,1.067,1.054,-1.630
1.280,1.080,1.040,-1.640
1.300,1.093,1.027,-1.650
1.320,1.106,1.013,-1.660
1.340,1.119,0.999,-1.670
1.360,1.131,0.985,-1.680
1.380,1.144,0.971,-1.690
1.400,1.156,0.956,-1.700
1.420,1.168,0.942,-1.710
1.440,1.179,0.927,-1.720
1.460,1.191,0.912,-1.730
1.480,1.202,0.897,-1.740
1.500,1.214,0.882,-1.750
1.520,1.225,0.866,-1.760
1.540,1.235,0.851,-1.770
1.560,1.246,0.835,-1.780
1.580,1.256,0.820,-1.790
1.600,1.266,0.804,-1.800
1.620,1.276,0.788,-1.810
1.640,1.286,0.772,-1.820
1.660,1.296,0.755,-1.830
1.680,1.305,0.739,-1.840
1.700,1.314,0.723,-1.850
1.720,1.323,0.706,-1.860
1.740,1.332,0.689,-1.870
1.760,1.341,0.673,-1.880
1.780,1.349,0.656,-1.890
1.800,1.357,0.639,-1.900
1.820,1.365,0.622,-1.910
1.840,1.373,0.604,-1.920
1.860,1.380,0.587,-1.930
1.880,1.388,0.570,-1.940
1.900,1.395,0.552,-1.950
1.920,1.401,0.535,-1.960
1.940,1.408,0.517,-1.970
1.960,1.414,0.499,-1.980
1.980,1.421,0.481,-1.990
2.000,1.427,0.464,-2.000
2.020,1.432,0.446,-2.010
2.040,1.438,0.428,-2.020
2.060,1.443,0.409,-2.030
2.080,1.448,0.391,-2.040
2.100,1.453,0.373,-2.050
2.120,1.457,0.355,-2.060
2.140,1.462,0.336,-2.070
